,review_id,star_rating,text_original
2577,R3BYLCAWH3ZVXK,5,Five Stars Great mic does a good job
5224,RWKYBCAORGMO9,5,"Buy 1 and your done Solid Drum pedal for any genre is virtually indestructible. I play funk, rock, jazz, and hip-hop. I started drumming with my friends' who plays in Heavy Metal and Punk Rock bands, and it's taken \\""I don't know how many years of abuse,\\"" and it beats as swiftly and smoothly as the brand new one I just got a month ago!"
1954,R3D14576MLMSKN,5,The wiring instructions were great. I replaced theses out of chinese strat not ... The wiring instructions were great.  I replaced theses out of chinese strat  not a fender strat either.  a legacy  a very underrated guitar  these pups sound incredible.  repaced the tuners and for ab few buck this guitar which has a total of $120 in it souds better than a MIM  would i rather have an mim? yes but vs a squier and what i can afford.  I will take this legacy upgrade any day
5167,R1FTA7DEEQ6ZIP,5,Five Stars Satisfied customer.
2319,R2DBYYPO81N9ZI,5,Planet Waves Classical Guitar Capo Product works great. Easy to use. Secure fit to fret board. Does not damange the neck. Price is great. Yes it does take two hands to install.
1488,R3S0D2S5Z9LRKD,5,satisfied Great product..good price.
2288,R4AFPY9DSERU8,4,"Decent strap, great for Pink Floyd lovers The strap itself is nothing great.  It's usable and pretty generic.     I only got it for the Pink Floyd."
3006,R64YPNAMDE5OY,3,"For Screen Clarity its a C+ I waited in line on the 21st for my second iPhone and spent the weekend without a case or screen protector.  I then ordered this cover as an experiment.  Immediately upon installation I could tell that screen protection would be very good.  It felt thick and durable.  But at the same time I instantly noticed that the incredible iPhone's Retina display had been compromised.  My wife refused to place it on her new iPhone 5 after seeing mine because she didn't want to compromise the quality of the phone's display.  Therefore, if you bought your iPhone 5 to read lots of text or enjoy lots of high quality video, you will be disappointed. If you really need to see your phone in bright daylight, other reviewers feel this protector is a definite improvement. I still have the protector on my phone but will probably look for a quality replacement."
7744,R3OLKI6439Y241,4,"Lovely! Bought this for a friend's birthday. She's mid-20's and started buying a number of tiny instruments for various projects. It works great, very simple, we tested it out.<br /><br />The color is not the sort of teal it appears (at least on my computer screen.) It's more of a sky blue.<br />It comes with mallets, stickers for the labeling the notes, and little feet on the case so you can stand it up slightly higher. Great product!"
6897,R1FKSAJ6FTY0OX,5,"Sound Advice If you are not familiar with a Remo coated Ambassador, you really should go to a drum shop and talk drum heads, buy one there and ask them to help you tune the drum (bring it with you). No drum head will sound great if not properly seated/tuned. Then, after that, you could buy online for convenience or pricing. This is one of the most basic and popular drumheads; if you've never heard of it or don't really know, just do yourself a favor and go!"
6301,R3SL3C3UOST781,1,"Terrible sound like HELL Don't ever think about this mic, it's likely a toy for kids couple years old. Terrible sound like HELL, and it's broken cause's bad packages shipping."
5517,R3EHLZCE2C0RWL,5,"Excellent Initially, the G string broke when I was trying to tune it. That was my own fault as I tried to tune it too high. I replaced the string and have not had any trouble since. Very pretty wood and a very deep mellow sound. I love it."
763,RHOZJETFAO1QF,4,"this is great for the price I wanted a keyboard with more than 61 keys, this fit the bill and the budget. It's got a lot of nice features, but is kinda confusing compared to the $75.00 one I replaced, probably because there are so many extra features. This Keyboard taught me a valuable lesson: If you want 76 keys, you really want 88 keys. 76 keys leaves you about four keys short on the bottom end, especially for you piano players. I really like this keyboard, but I'm also shopping for a more professional 88 key Yamaha keyboard"
1438,R34XBXEGPPM140,4,Sound Good I'm learning to play. The price was right and the harmonicas sound good to me.
1197,R3Q7B7HQNOZE1Y,5,"Surprising! This is a PLAYER, not a BRAGGER. I have a studio full of PREMIUM guitars, each acquired for their acclaimed tone and prestige.. I \\""accidentally\\"" made an offer on this guitar, and it was accepted. I broke the news to my wife and told her that it could be my 5 yr old son's first big boy guitar.. That was the story -- until I took it out of the box. First impression: a Les Paul-lite, 2 vol pots, 2 tone pots tap-able (like a Paul Trad Pro II). Versatile pick-ups: a \\""rocker\\"" in the bridge with a \\""mellow vintage\\"" in the neck. A large radius neck (flatter) with medium frets... Out of the box showed perfect factory set-up - intonations spot on, low action with zero buzz. My nagging question was, \\""What would a guitar with MEDIUM frets, a large radius, and low action play like?\\"" The answer, \\""Like no other!\\"" I've always esteemed a guitar by its MSRP value, \\""You get what you pay for.\\"" This is true for many, many things, but NOT this particular Schecter model.... This Solo-6 Special does it all with no loss in string bending or speed, usually due to the medium frets. In my opinion, bending and sliding is much easier on this guitar with the added benefit of actually feeling the fretboard! (You know when you fret a jumbo fretted guitar with a lot of finger strength, you push the note sharp? Not an issue here) The solid neck/body sustains like a reputable Les Paul. The Schecter tuners proved to be no different than Grovers; stays in tune. The bridge pup has clarity in its drive allowing a 6 string power chord, yet also allows pinch harmonics to squeal unmercifully! This guitar even reduces the demand of my pedalboard. I set the bridge pup for 10/10 drive/tone, and the neck p100 to single coil dark tone. With the Les Paul like 3 position tone switch on the upper hip, I can simply toggle between clean and drive with no knob adjustment. Less stress and more enjoyment!<br /><br />I never write reviews. I don't want many people to buy this guitar because I feel like I have a secret. Funny, I paid $420 for mine, and itis my \\""go-to\\"" guitar now, while my next cheapest guitar is 5 x's the value of this. Gibson ES-359 Custom, Fender '52 Tele, Taylor Custom SB, Taylor T3B, Ibanez Prestige (80s), Fender Custom Tele... These are now objects of art more than objects to play..... Good grief! The reason I am even reviewing this is because I am surfing Amazon and Ebay looking for ANOTHER Solo6 Special as a future back-up as these are no longer built.....<br /><br />Kind of funny to think that I am playing a benefit this Friday with this Solo 6 Special as my \\""main,\\"" with a $3400 Gibson Custom sitting in a stand as back-up... Rock on and God Bless!"
4022,RJGYC72GP964W,5,"Real Sound for Real Tiny Humans I just bought this for my almost 4-year old daughter for Christmas. It's fantastic. It's got nice sound from a perfectly balanced, 1/2 size guitar. We added a strap button to the bottom so little one can walk around and rock out. She's already learning a couple of notes, soon onto chords. I did buy better strings to put on it, though I haven't changed them yet. The metal wrapped vinyl strings did seem a little rusty in certain spots, as mentioned by other reviewers, but they play and hold a tune...sort of. I expect the tuning to stabilize on this instrument. The tuning pegs and mechanism seems pretty tight, so I'm confident that it's really just about stretchy strings breaking in. It looks great, sounds full. I'm absolutely thrilled with the price and quality of this guitar.  Depending on how you treat it, It's not a toy. It's a tiny starter guitar."
6517,RKREJDPHG9EUQ,5,"Awesome quality I bought these to replace a broken pair for a business trip, they sound great and the comfort is next level"
2006,R2Q8R81S744AQQ,5,"Seems to be well-made! I bought this for my husband, who is a guitarist, and he loved it! The construction seems solid, it feels heavy, and it has been fun punching picks from old gift cards, credit cards, etc. The edges have turned out very clean, for the most part."
5874,R21NQHRMO3E94L,4,Very Very Nice Really nice headphones. I can hear just about everything very clearly. Nice long chord for your studio. I like the fact that there is a sort of spring around the cord coming from the headphone jack to support it from bending too much and shorting. I was hoping for a slight bit more bass but it's definitely not bad. Maybe it's just because they probably have no built in equalizer presets which is a good thing for recording.
3616,R2TONDQRYOO68E,5,"9 out of 10 Well, it took me a week of researching customer and tech reviews, but I finally settled on the Sennheiser EH 350s and I have been exceptionally happy with my choice.    The primary point of purchasing new headphones is because I play a bass guitar and I wanted a pair in order to hear the nuances of the music I am playing.  Also, I own a couple MP3 players and I wanted some headphones to use with them as well.    The first pair I bought, just willy-nilly really, was the Skullcandy Skullcrusher \\""subwoofer\\"" headphones.  Big mistake, it was the worst $45 I ever spent.  Their mids and highs were lackluster, and the so-called \\""bass\\"" was really just vibration with little really true bass frequency.  Sure I could \\""feel\\"" the vibration of the bass, but it was impossible to pick out individual notes because it drowned everything out.  Then my dog chewed them up because he was disgusted as I was, and although I share his enthusiasm I was sad to see I couldn't return them :)    Anyway, the EH 350 is like night and day with the Skullcandy's.  The Sennheiser's really try to reproduce the original studio sound, hence why they are called monitor headphones, and they do an excellent job of it.  The sound is flat, as the sound is not artificially boosted, which also means that music that comes out of it will sound slightly quiet.  But I found that if I just jack up the volume on my preamp or mp3 player the sound comes out strong and loud.  I use a 30GB Zune, and it has plenty of power to blast out a sound that is just tolerable at highest volume.  This is good because some headphones out there have troubles producing a good volume with mobile devices.  Now onto the sound quality.    The mids and especially the highs are very well defined with these headphones.  They shine through with exceptional quality and precision, and although the highs are a bit stronger they actually balance well with each other.  The highs were a little too high upon first purchase, but after a couple days itmellowed out nicely without losing any of the previous power.  After only a two hour burn in, you will notice an appreciable improvement in sound quality.  I am excited to think how these will feel a month from now.     Of course, I really bought them for the bass.  Upon first purchase the bass was a little too quiet for me, or perhaps it might be better to say that the highs drowned it out too much.  Actually I think it was a mix of both, but now that a few days have passed the bass has become excellent.  Some reviews listed this product had a bass that was slightly too quiet.  The fact is, that is how bass usually sounds in the studio.  The key with bass is that you train your ear to hear it, rather then just try to buy headphones that artificially boost the bass.  If you want to hear a tight, true bass sound that has the power to blow your mind away, go out and buy a pair of $1000 dollar monitor speakers and feel the love.  Otherwise, you wont be able to beat the well balanced richness of the EH 350's bass.    The end effect?  Although the sound of monitor headphones can tend to be flat, the EH 350 sound comes out exceptionally well balanced.  Although I couldn't call them \\""golden with richness\\"", they will however produce a sound that is so accurate to original studio that you will pick up hidden nuances and stylizations that you will have never heard before.  With these headphones, you can hear each of the individual instruments and voices of your favorite music instead of them all muddled together like other headphones who might sound more rich.  I would highly recommend these headphones to any musicians who are looking for monitor headphones on a budget but who don't want to sacrifice sound quality.  I also recommend these headphones to anyone who has ever wanted to play an instrument or sing, these headphones make it easy to tune your ear to individual instruments and puts forth and incredibly accurate note and pitch.    Note however that the EH 350s, like most monitor headphones, are open ear.  That means that sound is allowed to pass freely out of the headphones.  This allows the sound to extend past the headphones and makes it so that the shape of the headphone cup does not distort the sound like a lot of closed-ear headphones will do, and it has the additional benefit of keeping airflow within the cups, so your ears never sweat or become uncomfortable.  On the other hand, although the EH 350s are pretty good at keeping at least moderate noise levels out, other people around will be able to hear what you are listening, especially in quiet or small quarters.  These might not be the best headphones for you if you are wanting to take them on the bus or be in crowds.  Some headphones are large and noticeable.  I have noticed that the Sennheiser's are small and stylish enough to at least go largely unnoticed, but I wouldn't call them attractive.    But how do they fit?  It is true that Sennheiser's are slightly tight as many reviewers have stated.  But this is how they are designed.  I am a male with a reasonably sized head.  I wont say I have the biggest head out there, but I have been known to have a sizeable noggin.  Although the EH 350s sit tight, they do not sit uncomfortably so.  In fact, the tight fit is actually a necessity to the open ear system of the headphones and improves sound quality, and as I stated previously this makes them able to reasonably block out moderate external sounds without losing the benefit of open ear headphones.  They also are slightly too bulky to take jogging and undoubtably would be uncomfortable if you took them running with you.    One other point before I move on, the cups on these headphones are slightly small.  I would say I have slightly smaller then average sized ears for a man and they go around my ear and sit on my skull, but people with large ears might find the cushions lying on the ears instead of around them.  It is also very important to note that the leather cushion on the top of the headphones should rest firmly upon the top of your head as to hold some of the weight.  If you over adjust these headphones the weight will fall on the cups and your ears will begin to rest on the hard plastic within.  After about an hour, this will cause discomfort.  This is, of course, easily alleviated by simply properly adjusting them to fit your head.    What about value?  At prices well under $100 dollars, these headphones are easily worth twice their price.  I don't think any headphones at any price will be able to beat the 350s precision.  You will have to begin looking at the $200 dollar price range if you want headphones that will have the precision of the 350s and have a more full bodied richness.  I hear the 595s might be what your looking for if you have dough to spend.     Overall, the Sennheiser EH 350s get a five star, 9 out of 10.  With a perfect balance of precision and value, you can't beat these headphones if you have less then a hundred dollars to spend.    Oh, and thankfully, my dog has decided to spare these headphones... for now..."
748,R1IP9L4NVA6YCL,5,"Perfect for instant mobile recording I'm a Recording artist and audio engineer. For the mobile aspect of use, this is an awesome device to have."
2318,R2P1YSYA6LM5EW,5,"these things are amazing. I'm sure there's ""better"" headphones out there for ... Writing reviews on a product is not something I usually do, but, these things are amazing. I'm sure there's &#34;better&#34; headphones out there for much higher prices but for this price point these have no viable rival. The sound quality, the clarity, is truly impressive. I'm hearing things in tracks that I've listened to hundreds of times over the years and never heard before. Just listening to a streaming service like Pandora One I'm blown away by all the details, let alone higher quality tracks. If I could rate these 6 stars I would."
6073,R3712QCEBCWKVZ,5,Superb Reed Excellent quality.    It produces a very round and supported tone without the scratchiness you find in most reeds. It is durable so it can easily be filed to suit your tastes.
3159,R23KMZNTSIF9OE,5,Five Stars very good quality. excellent
4922,R2BEE2W75OPV7V,5,Five Stars Fast delivery and good price.
2173,R133FZ9NUKKG28,4,"Fits Fender Bassman TV Ten It includes everything needed to install quickly, seems very sturdy, & the wheels glide silently. Decouples the cabinet from the floor well enough to give more punch and clarity to the sound."
3078,R1SAYMMEF2GTLM,5,"The quilted maple top and finish make it look like a work of art 2015 Gibson Les Paul Standard Premium Quilt Maple I ordered arrived in two days and met  all my expectations.  The 2015s  are loaded  with improvements in the electrical and tuning sections, not to mention cosmetics.  The quilted maple top and finish make it look like a work of art. Thank you Gibson and Amazon ."
3842,R3UZQ1EJPQQCUN,5,"Gold Tone Soprano Uke Deluxe This is a nice Solid Mahogany Uke at a great price.    Instrument has nice action and plays quite loud for a soprano uke.    I don't think anybody else is making a all solid wood soprano at this price.    The case is very nice Tolex style hard case with furry lining.    Tone on this instrument is OK with supplied Aquilla strings but it really    plays and feels nicer with \\""Worth Browns\\""    They are a good deal with enough for two restringings in each pack and available    at Elderly Instruments in Lansing MI  on line at:    [...]"
5661,R11X5T9FWBRODL,4,"Great product, Great service I have had other Hercules guitar stands in the past and they are GREAT! I had a slight problem with this last one I ordered-one of the clips being broken. I called BrookMays and they replaced it very quickly... GREAT customer service!"
6923,R1U32EAFS1E6QK,5,"great light for my music stand [[VIDEOID:9fd78c767725aa88696eb6c67ec77b36]] Hi there; I just got this light, and it is THE BOMB!!!! I have been using a much smaller one, and this has 9 lights !!!!! It is much better than my old light. Great service form the seller, too."
7054,RGDOJSV7ZA045,5,breath exerciser I feel a need to deepen my breathing.  With this device I believe i'll get more oxygen in my blood and exercise my diaphragm.
1219,R2567RRHGDIDZR,3,"Woorked Poorly For Me Just couldn't get it to work well on fine grained birch. The wood wouldn't stain very much. i.e., it didn't take on much color. I won't try it again, and don't recommend it to anyone."
222,R345ONX3TS3U4B,5,"It works No problems w/ overheating, fit, etc.  Does what it's supposed to do... no more,no less.<br />I am Yamaha fan, so I'm prejudiced."
6130,R1KBYNCU9B4TB4,5,Good deal for the money I purchased this guitar during a lighting deal.  I got it for my son to noodle on.  He plays bass guitar in a band but also has taught himself guitar.  I'm not an expert but this seems to be well put together considering the price.  My son is very happy with it too which is what counts.  He was using his sisters baby Martin 3/4 size and this Dreadnought has a much louder fuller sound which is to be expected.  It was delivered quickly and securely packaged.
8071,RE8F469IB903P,5,"size matters I pushed the speaker to the max the first day i received it. I figured it better to try it out at home before taking it out and the test in the garage proved a great purchase. The case rocks and the sound is AWESOME, loud, clear, vibrant and extreme bass presence in your face.<br />The grate keeps the speakers protected and the case is vinle covered and wipes down clean.<br />They made great use of space and it's less cabinet and more speaker compared to some of the giant cabinets where i could fit another sub."
17,R2AA41VYLB35OX,4,"love it! as described!  love it, only complaint is that it came out of tune so we had to tweak it.  i downloaded a free program on my ipad that helped us tune it!"
1618,R2TGAECJJ60K6N,5,Five Stars Excellent product
3465,R1QUS32Y85TA62,5,"Pyle Pro mics Worth every penny spent. The mics perform very well and are clear. I have not been very far away from them to test them for distance (50 feet at the most) But I have not had them fail me yet! Now granted I am a Fanatic when It comes to taking care of my gear, So anyone who purchases these mice and handles them inappropriately don't expect them to last you a very long time."
4333,RWE8CEPYY1CQM,5,"Great company! Great product! Ordered this product from KLIQ Music Gear, not only was the product high quality but the service from KLIQ was excellent as well. KLIQ not only met the shipment date, their followup to insure the customer (me) had received the product in good order and was 100% satisfied was fantastic!<br />Great Job!"
5253,R1JAE468Q4GHQE,5,"Put your suspicions aside These headphones are everything I wanted and more.  The only way I found to describe the sound quality for these amazing headphones is they bring color to the music.  There's a whole word of nuances audible with great headphones, and the comfort is excellent, i sometimes forget I'm even wearing them.  If you were thinking of buying some zone xd: 53's or some sennheisers, think twice and go for these."
4623,R2BU7EACTXWW7N,5,Great Tone I love the tone I get from these. My bass has double humbuckers and with these strings my covers of GNR sound just like the real thing.
7157,R3G8MDHRXRMIAI,1,"Don't waste your money I bought two of these pedals for their small size to fit under a pedal board I was customizing. I contacted Gator to ask I could buy right angle power cables from them or trade the straight angle ones that came with the power boxes in for right angle ones. They were of no help or consideration. I also have a Gator pedal board, but after their crap customer service I don't recommend Gator or their products to anyone. There are other power supplies on here, like JOYO, that are just as good and do the same job that this Gator Bus-8 does. Also, before you buy a Gator pedal board, I recommend looking around at some other. Gator builds their boards with very thin wood with no consideration for power supplies."
7197,R25YIWO4BIKSJ7,3,"Hard to figure out how it works This item seems like it will be a good thing, once I can figure out how it goes. Was about to play a gig and tryed to get it on the mike stand to no avail. I asked someone else to help and he couldn't get it on either. I know once I learn how to do it, it will be a no brainer. Don't leave it to the last minute to hook up though."
2201,R2CKOFF56DMT8B,5,Recommended for all 10 ft truss the rectangular ones Just right for my truss. excellent  product
239,R1CLO5BUC615NI,1,"It stinks (literally) I have a big nose, so it probably gives me a better sense of smell than most, but the strap I received had a very strong chemical smell that made me nauseous. I tried airing it out outside when it wasn't raining, and in my garage, for a few days, but the smell wasn't going anywhere.  I had my brother give it a whiff and he said, &#34;yeah, this would bother me, and it's only going to get worse.&#34; I returned it to Music123. They didn't want to exchange it for another because they were afraid I'd just think another one stunk too.  I might try one of the polyester kind, but really wanted a strap that wouldn't slide around much (why I ordered the one with the suede backing)."
8589,R75BCET4XP4EV,3,"Bought this to use in my classroom for students to ... Bought this to use in my classroom for students to share their writing and/or for singing, etc. The microphone stopped working after a few months. I think the cord became loose, because sometimes you could wiggle it and it would work again, but that's hard to do when little kids are using it."
5627,RI27TZXLZ66PM,2,Blocks out too much sound. These blocked out too much sound compared to another brand we use on a regular basis. They also are bigger and didn't stay in ears very well. I retuned them for these reasons.
8086,R2QJN73TWEDRSI,5,"Cakewalk UA-1G USB Audio Interface with iMac I'm certainly not a heavy-duty user in the world of computer audio but I have been looking for an affordable way to transfer a large collection of RDAT tapes into my iMac and do some cleaning plus other housekeeping on the transferred tracks.  I have been using the Cakewalk UA-1G USB Audio Interface for about a month and it is everything I need it to be.  When this project is done I will attach it to the output of my preamp and then download some LPs that never showed up on CD.  By the way, I use the Cakewalk with Audacity which is a free downloadable audio program and have had no problems at all.  Audacity will output just about any file format and I find it ideal for making wav, flac or mp3 files.  This in combination with Roxio Toast has the whole job covered from initial transfer to CD burn."
6615,R2KVBZ5548RRRZ,5,Five Stars Great product and delivery!
538,R2VDUKO0CTMTSF,5,"Be Carefull AC vrs DC My mistake,. but an easy one to make,. this is a 9v \\""AC\\"" power converter,. not a 9v DC power converter. if you need 9v DC,. do not get this one,. This really is just for powering one specific piece of guitar hardware that uses AC power.<br /><br />With that said, I hooked this up to a multimeter to see what it puts out and all stats are as advertised (5 stars for that as my reading mistake is not the products fault), though I have no idea where I'll ever have use for 9v AC,..."
7055,R13F6MXSOVMHO6,1,Wont stay Stay in position oh you wont dam fck u
1156,R1LT3MCDTA55E8,4,"Words great, needs a longer cord, and a different name. I bought this product used thinking it was a Voodoo Labs and I got a great deal.  Later, when I read more closely and realized its a total knockoff, I was disappointed I hadn't gotten the killer deal I thought initially, but I was pleased to see this unit works very well so far powering a few pedals at once.<br /><br />My 2 main complaints are the purposely misleading name, and the shorter than necessary power cord.  This thing absolutely requires an extension cord, even just hanging out around the house.  Aside from that this thing sounds much quieter so far than my 1spot adapter, and it doesnt have a daisychain of unused cables that short out against metal like the 1spot did."
8312,R1JCTTALW20AJV,5,Better than original Much smaller and better than orignal AC/DC adapther.
3341,R2O8991WPDGE8E,5,"fit and finish and set up (including intonation) were absolutely perfect right out of the box A couple of the pickup cover screws were not fully screwed down. Took all of two seconds to fix that. Otherwise, fit and finish and set up (including intonation) were absolutely perfect right out of the box. Note that I purchased another G&L a few months back and returned it for fit and finish problems. Conclusion, based on two samples, G&L quality control is a bit lacking.  Body wise, don't let the name fool you, this is a full size Fender tele clone, both as to the body shape and the 25.5 scale neck. The &#34;Jr.&#34; is a reference to a Gibson product, again, it should not be taken to mean this is an undersized or youth guitar. This does have 22 frets as opposed to the traditional tele 21 and the radius is 12 as opposed to 9.5. Still, think tele body and you won't be surprised. More accurately, think basic tele body because this thing has no fancy binding or fancy paint. In fact, from just two feet away, despite the color richness of the butterscotch headstock/neck and the â€˜mahogany reddishâ€™ of the mahogany,  itâ€™s a very basic, even stripped looking guitar, as the black pickups kind of disappear and the subtle beauty of the mahogany can only be appreciated up close. Very close.  Appearances aside, and in case you don't know tele's,  know you are getting a comfortable, easy to handle, easy to play guitar. This one, I would say, even a bit more comfortable and a bit easier to play because of the lighter mahogany body and the 12 degree radius. That said, some complain the G&L's heavily glossed neck a bit slow. I donâ€™t have a problem with it but if you do you can always lightly sand/steel wool it to a faster satin finish, leaving the front of the headstock alone so as to retain the rich color and the G&L logos.  Sound wise, we have a whole other animal as this thing carries two beefed up clones of Gibson's storied P90 single coils.  In case you don't know P90's, understand that Gibson never really pulled off the single coil thing, that few if any P90's soundlike any Fender single coil. These are no exception. While you can dial in a decent representation of tele 'twang' at the top end, this guitar and these G&L P90's are best played as and described as 'punchy' mid range pieces.  Don't get me wrong, G&L did a great job of matching up the electronics on this guitar. You can dial up a nice sparkle to a very, very dark with practically no mud anywhere in the range. All with no hum or other extraneous noises. In other words, twisting the tone knob actually produces different useable tones, something that cannot be said for all guitars, regardless the price range.  So, this guitar is versatile, but in its own way, a P90 way. Not PAF, (true or the all too common in this price range â€œmuddyâ€ Epiphone PAF), not Telecaster twang or Strat quack, not Rickenbacker clean and chimey, not an ArtCore rich and bluesy.  Not EMG metal. Just a rich P90 punch, plain and simple, nicely balanced across the two pickups and potent enough to carry some gain.  Also note that the P90 flavor continues when you turn up the gain. Perhaps a little less rich, but it is definitely there. Understand, I donâ€™t use a lot of distortion nor a bunch of pedals so YMMV but to me this thing sounds as good under mild to medium distortion as anything I own, better than most, way, way better than some.  Finally, realize that this combination of tele clone and Gibson P90 clone is a bit unusual, although G&L has done it before, albeit at a much higher, limited edition, price range. In fact there has been some grumbling in G&L owner circles that this model  'devalued' their previously purchased â€˜collectorâ€™ P90/tele clones.  Finally, finally, note that I played the guitar through a variety of medium range amps. I didnâ€™t have any low end stuff available at the time and I donâ€™t own any high end, Mesa quality, or high end vintage stuff. It really liked my Blues Jr. III as well as a Roland GA112. Same for a Vox AC15c1. The only thing it didnâ€™t sound good with was a cheapo Marshall emulator head hooked to a 12&#34; Celestion 70/80  which, interestingly, I flat out love and which is my absolute favorite Strat amp.  So who needs one of these?  I personally would  recommend this to any beginner. In my opinion, this is a much better place to start than a Les Paul or a Tele or Strat or a shredder as it sounds good straight up. You donâ€™t need a fancy amp or dropped tunings or super accurate setups. Itâ€™s light enough you donâ€™t need a custom made six inch wide strap. No fancy controls, one tone, one volume.  Just pick it up and play it, the â€˜punchâ€™ will make you and your exercises sound better and sounding better may well keep you playing longer.  I would also recommend it to any experienced player wanting something fun to play and fun to listen to while plugging the hole between the PAF and tele/strat sounds. However, if â€˜plain janeâ€™ appearances bother you, you best pony up another grand or so for the USA limited edition."
1659,R1SLMQQHGZQNUG,3,"Dont last very long The sticks look very good, they sound very good on my drumset, but after a week or two of medium use one of the sticks bent."
3288,RWC05L6TO9OF3,4,"Good for metal amp pedals. This is a hi-gain amp, you canâ€™t get any sound without using the gain, raising the gain from minimal to 9 oâ€™clock gives you a little distorted sound, like maybe for hard blues, at 11o'clock you get an AC/DC sound, after 12'clock you are into metal territory, after 3 o'clock it gets really noisy.<br />Another thing comes when you plug a pedal, thatâ€™s other level, I have a RP 15 and it sounds WONDERFULL, everything from clean, blues, rock, metal, etc, sounds great, this amp was made for metal and it can handle every distorted pedal, soâ€¦it is a good valve amp, YES if are a metal head and NOT if you want a clean amp.<br />It is a good amp with pedals, no so great without them.<br />Another thingâ€¦.it is as heavy as a obliged marriageâ€¦.soâ€¦really heavy."
7340,R37CKNK0864DQD,5,Five Stars Received in time frame as expected
6968,R3KVPYITPVII9K,5,Five Stars Simple but wonderful pop filter.
1233,R20O58QBYK1RE1,5,Great product at 1/3 the price of others. Great product at 1/3 the price of others. For something heavier then a uke you will need to buy #10 anchors at wally world for .97 cents for a pack. I will be buying more soon.
7542,R3FAZN83B33D00,4,Four Stars Easy to handle. You can use it with one hand and it holds down the strings very well.
2008,R2IYA22S7UO2MZ,5,Worth every penny No problems so far. This works great! I use it for my led lights on my bicycle. Worth every penny.
7303,R2NUHP8PGKH93T,5,Great. Very good. Fathers day gift. Perfect. Thankyou.
1123,R2AG1XTOTWZWNI,5,Five Stars Safely stores cello
3090,R2C2YGC44TO49E,5,Very Nice Hanger ... This was a gift .. She was very happy with this nice hanger!
4715,R1SWH4NGZV0JEW,5,"DBZ Guitars Gets It Very Right I purchased this sight-unseen, and I was very happy when it arrived, almost in perfect tune and ready to play. The first thing my wife said is that it looked like a deadly Klingon weapon. It does look like a Bird of Prey in flight, with the ominous charcoal/striped/streaked body paint. This is my first ebony fret board, and I must say that it is very fast, as the description states. The Grover tuners are very smooth and solid. The head stock is nicely shaped, the frets are perfect, the string action is close, and the active EMG pickups are epic, as usual (I also own a 7-string Schecter with EMGs, also awesome!). The Original Floyd Rose is the best double-locking tremolo system available, and this one is no exception. The 3-way toggle clicks into place cleanly, better than any guitar I've owned. Same for the 1/4&#34; output. You hear the jack click into place. Plug it in and rock out!"
1729,R3O57T4F0OWC8C,5,Five Stars Run a little hard.  2.5 = 3.5 Vandoren
5665,ROA20IFJ2DUPJ,3,I recommend clear plastic stick on feet be placed on the ... This instrument stand will work with a piccolo trumpet but the plastic upright may need to be sanded to a smaller diameter to accommodate the trumpet bell flair and allow the bell to rest on the stand's plastic base.  I recommend clear plastic stick on feet be placed on the base to prevent scuffing of the bell.  The stand will place the trumpet close to the floor giving it good stability.
3207,RN9GN8X76TG14,5,Five Stars Again a fine product. Great tone and last a long time. Use them for studio work.
4680,R3RF379PZATCII,5,Love love love the case Love love love the case. Going to order one for my phone next. Heavy-duty and well worth the money.
6869,R328XACBVBFIXP,5,"Gold Standard of Guitar Strings. These are my favorite acoustic strings.  I really like the tone that they give, and it is valuable that they do not need to be changed out as often as most other strings.  They hold a tuning well.  I use these in my Taylor GS8, and I love the tone and volume of sound that they provide.  There are many fine guitar strings, of course, but I think that these are the gold standard to measure others by."
7790,R1SHWSROW9S8ZX,5,"GREAT VALUE I love my new headsets from JK. The double earpiece allows for me to move around a lot without worry of it falling off, and the sensitivity of the mic is great. Seems to be very durable as I am very rough on equipment. Great Value. I am actually ordering more for the group."
429,RZ0I8ZQQLL1PJ,2,Not practical I mean it works and all that but I was not impressed with it. It was cheap and didn't hurt the bank. I mean if your at a table reading music you really do not need this anyway.
3817,R1OFSGN9XO85IA,5,Sennheiser HD280 very nice quality. a bit heavy though. wish they had a straight cord. very nice sound. well worth the money.
5395,RK5J8VZXW29BJ,4,Good entry level guitar. This is a good deal for the beginning guitar player. The tuner is not great but for the price of the bundle you won't go wrong by purchasing this set.
2603,R2YSG8WD35BPU,4,"I like this guitar. Had been longing for a silent classical guitar for long, and when I saw this guitar on Amazon the first time, I decided to buy it. The delivery was quick and the guitar was in excellent condition.<br /><br />I like it because it serves all my purposes: ie practicing at night without disturbing my family, low cost, and good quality. The sound is good as well, of cause not good as regular classical guitar.<br /><br />One small defect: there are no fret markers. But I resolved it perfectly. I cut off some small round dots of duct tape by using a hole puncher (used to punch holes on belt), and stuck them on the near side of the fingerboard on to mark the frets.<br /><br />I recommend this guitar to all the classical guitar players if you want to practice guitar without disturbing others."
2683,RIT2N0D2IT142,5,Works Well I needed it form my Behringer  V-Tone Acoustic Driver pedal. It works.
6618,R2B22D1CL93A6K,1,"Dont buy this piece of crap Cheap, built backwards, to make it right had to take pins out and turn arms backwards. Im gonna put 12000 worth of vintage horns on this crap. I think not."
